angry0,angry1,angry2,angry3,box0,box1,box2,box3,disgust0,disgust1,disgust2,disgust3,fear0,fear1,fear2,fear3,happy0,happy1,happy2,happy3,neutral0,neutral1,neutral2,neutral3,sad0,sad1,sad2,sad3,surprise0,surprise1,surprise2,surprise3
0.0,0.04,0.32,,"[338, 647, 434, 524]","[912, 864, 63, 81]","[263, 957, 68, 82]",,0.0,0.0,0.03,,0.0,0.02,0.11,,0.99,0.01,0.04,,0.0,0.55,0.03,,0.0,0.38,0.35,,0.0,0.0,0.12,
0.0,0.03,0.37,,"[337, 645, 440, 528]","[912, 864, 62, 81]","[263, 956, 67, 84]",,0.0,0.0,0.03,,0.0,0.02,0.1,,0.99,0.01,0.04,,0.01,0.63,0.05,,0.0,0.32,0.34,,0.0,0.0,0.07,
0.0,0.02,0.37,,"[339, 650, 433, 522]","[912, 864, 62, 81]","[263, 956, 69, 85]",,0.0,0.0,0.03,,0.0,0.02,0.09,,1.0,0.01,0.02,,0.0,0.66,0.06,,0.0,0.29,0.31,,0.0,0.0,0.11,
0.0,0.04,,,"[338, 651, 431, 522]","[911, 863, 63, 82]",,,0.0,0.0,,,0.0,0.03,,,0.99,0.06,,,0.01,0.61,,,0.0,0.25,,,0.0,0.0,,
0.0,0.05,,,"[334, 650, 439, 526]","[912, 864, 61, 81]",,,0.0,0.0,,,0.0,0.03,,,0.99,0.03,,,0.01,0.61,,,0.0,0.28,,,0.0,0.0,,
0.0,0.03,,,"[334, 650, 434, 524]","[910, 864, 64, 82]",,,0.0,0.0,,,0.0,0.05,,,0.99,0.05,,,0.01,0.68,,,0.0,0.18,,,0.0,0.0,,
0.0,0.03,,,"[332, 648, 441, 525]","[910, 864, 64, 82]",,,0.0,0.0,,,0.0,0.04,,,1.0,0.05,,,0.0,0.72,,,0.0,0.16,,,0.0,0.0,,
0.0,0.02,,,"[327, 642, 446, 529]","[910, 863, 64, 83]",,,0.0,0.0,,,0.0,0.03,,,0.99,0.05,,,0.01,0.73,,,0.0,0.16,,,0.0,0.0,,
0.0,0.03,,,"[329, 645, 443, 527]","[911, 863, 63, 82]",,,0.0,0.0,,,0.0,0.02,,,0.99,0.02,,,0.01,0.73,,,0.0,0.2,,,0.0,0.0,,
0.0,0.05,,,"[329, 645, 441, 524]","[912, 866, 62, 79]",,,0.0,0.0,,,0.0,0.02,,,1.0,0.01,,,0.0,0.71,,,0.0,0.21,,,0.0,0.0,,
0.0,0.05,,,"[328, 644, 439, 526]","[912, 866, 61, 79]",,,0.0,0.0,,,0.0,0.02,,,0.99,0.0,,,0.01,0.68,,,0.0,0.25,,,0.0,0.0,,
0.0,0.05,,,"[327, 646, 439, 522]","[912, 865, 62, 79]",,,0.0,0.0,,,0.0,0.03,,,1.0,0.01,,,0.0,0.6,,,0.0,0.31,,,0.0,0.0,,
0.0,0.06,,,"[326, 644, 439, 524]","[912, 865, 62, 79]",,,0.0,0.0,,,0.0,0.03,,,1.0,0.01,,,0.0,0.58,,,0.0,0.33,,,0.0,0.0,,
0.0,0.06,,,"[325, 645, 439, 522]","[912, 864, 62, 80]",,,0.0,0.0,,,0.0,0.03,,,1.0,0.01,,,0.0,0.55,,,0.0,0.35,,,0.0,0.0,,
0.0,0.07,,,"[323, 642, 441, 524]","[912, 865, 61, 78]",,,0.0,0.0,,,0.0,0.04,,,0.99,0.0,,,0.01,0.38,,,0.0,0.51,,,0.0,0.0,,
0.0,0.06,,,"[325, 646, 437, 522]","[912, 864, 61, 79]",,,0.0,0.0,,,0.0,0.03,,,0.99,0.0,,,0.01,0.39,,,0.0,0.51,,,0.0,0.0,,
0.0,0.05,,,"[324, 648, 440, 519]","[912, 864, 61, 79]",,,0.0,0.0,,,0.0,0.03,,,1.0,0.0,,,0.0,0.42,,,0.0,0.5,,,0.0,0.0,,
0.0,0.04,,,"[326, 648, 438, 520]","[912, 864, 61, 78]",,,0.0,0.0,,,0.0,0.03,,,1.0,0.0,,,0.0,0.46,,,0.0,0.47,,,0.0,0.0,,
0.0,0.03,,,"[327, 650, 433, 515]","[912, 864, 61, 78]",,,0.0,0.0,,,0.0,0.03,,,0.99,0.01,,,0.01,0.57,,,0.0,0.36,,,0.0,0.0,,
0.0,0.05,,,"[329, 651, 431, 512]","[912, 864, 61, 79]",,,0.0,0.0,,,0.0,0.07,,,1.0,0.01,,,0.0,0.6,,,0.0,0.27,,,0.0,0.0,,
0.0,0.04,,,"[332, 651, 428, 514]","[911, 864, 62, 79]",,,0.0,0.0,,,0.0,0.06,,,0.99,0.03,,,0.01,0.65,,,0.0,0.22,,,0.0,0.0,,
0.0,0.05,,,"[334, 650, 427, 511]","[911, 864, 62, 79]",,,0.0,0.0,,,0.0,0.06,,,1.0,0.03,,,0.0,0.62,,,0.0,0.23,,,0.0,0.0,,
0.0,0.07,,,"[335, 647, 428, 514]","[911, 864, 61, 79]",,,0.0,0.0,,,0.0,0.05,,,0.99,0.04,,,0.0,0.46,,,0.0,0.37,,,0.0,0.0,,
0.0,0.07,,,"[332, 648, 431, 512]","[910, 862, 62, 81]",,,0.0,0.0,,,0.0,0.07,,,0.99,0.08,,,0.01,0.44,,,0.0,0.34,,,0.0,0.0,,
0.0,0.12,,,"[331, 647, 432, 515]","[910, 862, 62, 82]",,,0.0,0.0,,,0.0,0.08,,,0.97,0.04,,,0.03,0.45,,,0.0,0.31,,,0.0,0.0,,
0.0,0.14,,,"[335, 648, 429, 513]","[909, 860, 64, 85]",,,0.0,0.0,,,0.0,0.11,,,0.98,0.05,,,0.02,0.36,,,0.0,0.33,,,0.0,0.01,,
0.0,0.16,,,"[339, 647, 418, 503]","[909, 860, 65, 85]",,,0.0,0.0,,,0.0,0.14,,,0.99,0.06,,,0.01,0.29,,,0.0,0.34,,,0.0,0.01,,
0.0,0.11,,,"[343, 647, 419, 502]","[910, 862, 64, 82]",,,0.0,0.0,,,0.0,0.13,,,1.0,0.04,,,0.0,0.24,,,0.0,0.47,,,0.0,0.01,,
0.0,0.15,,,"[345, 645, 419, 501]","[909, 861, 66, 86]",,,0.0,0.0,,,0.0,0.08,,,1.0,0.03,,,0.0,0.3,,,0.0,0.41,,,0.0,0.02,,
0.0,0.18,,,"[343, 645, 418, 501]","[909, 864, 61, 79]",,,0.0,0.0,,,0.0,0.18,,,0.99,0.04,,,0.01,0.17,,,0.0,0.41,,,0.0,0.02,,
0.0,0.17,,,"[341, 643, 417, 502]","[909, 865, 60, 76]",,,0.0,0.0,,,0.0,0.19,,,0.99,0.04,,,0.01,0.17,,,0.0,0.41,,,0.0,0.02,,
0.0,0.15,,,"[341, 643, 418, 503]","[910, 865, 59, 75]",,,0.0,0.0,,,0.0,0.14,,,0.99,0.04,,,0.01,0.21,,,0.0,0.43,,,0.0,0.02,,
0.0,0.14,,,"[341, 645, 413, 499]","[908, 864, 59, 77]",,,0.0,0.0,,,0.0,0.22,,,1.0,0.02,,,0.0,0.21,,,0.0,0.38,,,0.0,0.02,,
0.0,0.24,0.33,,"[340, 644, 412, 501]","[909, 864, 59, 76]","[258, 954, 69, 84]",,0.0,0.01,0.01,,0.0,0.2,0.09,,1.0,0.03,0.04,,0.0,0.14,0.02,,0.0,0.36,0.43,,0.0,0.02,0.08,
0.0,0.17,0.27,,"[339, 643, 413, 503]","[909, 865, 59, 75]","[260, 957, 65, 79]",,0.0,0.01,0.01,,0.0,0.2,0.15,,0.99,0.02,0.08,,0.01,0.16,0.02,,0.0,0.4,0.38,,0.0,0.03,0.08,
0.0,0.14,0.27,,"[339, 642, 414, 501]","[909, 865, 58, 75]","[261, 954, 67, 82]",,0.0,0.0,0.0,,0.0,0.19,0.19,,1.0,0.02,0.05,,0.0,0.17,0.03,,0.0,0.46,0.4,,0.0,0.03,0.05,
0.0,0.08,0.25,,"[336, 641, 416, 503]","[908, 864, 58, 75]","[260, 956, 66, 83]",,0.0,0.0,0.01,,0.0,0.18,0.14,,0.99,0.02,0.05,,0.01,0.23,0.06,,0.0,0.47,0.44,,0.0,0.02,0.06,
0.0,0.08,0.24,,"[336, 640, 415, 504]","[908, 865, 58, 74]","[257, 953, 70, 87]",,0.0,0.0,0.0,,0.0,0.2,0.17,,0.99,0.01,0.03,,0.01,0.22,0.04,,0.0,0.47,0.46,,0.0,0.02,0.05,
0.0,0.08,0.21,,"[332, 636, 418, 509]","[908, 865, 58, 74]","[257, 950, 69, 88]",,0.0,0.0,0.0,,0.0,0.17,0.2,,1.0,0.01,0.06,,0.0,0.24,0.03,,0.0,0.47,0.46,,0.0,0.02,0.03,
0.0,0.23,,,"[333, 627, 419, 517]","[255, 951, 71, 89]",,,0.0,0.01,,,0.0,0.15,,,0.99,0.03,,,0.01,0.04,,,0.0,0.5,,,0.0,0.04,,
0.0,0.16,,,"[330, 630, 419, 514]","[256, 955, 71, 88]",,,0.0,0.02,,,0.0,0.18,,,0.99,0.02,,,0.0,0.03,,,0.0,0.55,,,0.0,0.05,,
0.0,0.2,,,"[330, 630, 424, 514]","[257, 956, 70, 87]",,,0.0,0.02,,,0.0,0.16,,,0.99,0.02,,,0.01,0.04,,,0.0,0.52,,,0.0,0.04,,
0.0,0.06,0.44,,"[330, 631, 429, 516]","[907, 856, 68, 88]","[274, 960, 46, 54]",,0.0,0.0,0.0,,0.0,0.15,0.1,,0.99,0.01,0.15,,0.01,0.23,0.03,,0.0,0.51,0.26,,0.0,0.03,0.01,
0.0,0.05,0.18,,"[330, 632, 428, 515]","[908, 866, 59, 76]","[257, 954, 69, 88]",,0.0,0.0,0.02,,0.0,0.08,0.15,,0.99,0.01,0.03,,0.01,0.3,0.05,,0.0,0.55,0.51,,0.0,0.0,0.05,
0.0,0.06,0.36,,"[328, 634, 428, 512]","[908, 864, 59, 78]","[275, 960, 45, 52]",,0.0,0.0,0.0,,0.0,0.11,0.08,,0.99,0.0,0.17,,0.01,0.22,0.03,,0.0,0.61,0.34,,0.0,0.0,0.01,
0.0,0.06,0.12,,"[329, 633, 427, 514]","[908, 863, 61, 79]","[261, 956, 68, 86]",,0.0,0.0,0.01,,0.0,0.08,0.24,,1.0,0.0,0.03,,0.0,0.3,0.08,,0.0,0.55,0.46,,0.0,0.0,0.06,
0.0,0.05,0.45,,"[328, 633, 431, 511]","[908, 862, 62, 80]","[261, 965, 59, 69]",,0.0,0.0,0.03,,0.0,0.05,0.15,,1.0,0.01,0.04,,0.0,0.41,0.06,,0.0,0.48,0.26,,0.0,0.0,0.02,
0.0,0.06,0.49,,"[329, 633, 431, 513]","[908, 862, 62, 80]","[257, 964, 62, 70]",,0.0,0.0,0.02,,0.0,0.05,0.15,,0.99,0.0,0.05,,0.01,0.4,0.05,,0.0,0.49,0.22,,0.0,0.0,0.01,
0.0,0.06,0.22,,"[331, 628, 430, 517]","[908, 862, 62, 80]","[260, 955, 65, 80]",,0.0,0.0,0.01,,0.0,0.04,0.12,,0.99,0.0,0.06,,0.01,0.4,0.11,,0.0,0.49,0.38,,0.0,0.0,0.1,
0.0,0.09,0.11,,"[333, 627, 431, 518]","[909, 862, 62, 81]","[256, 948, 72, 84]",,0.0,0.0,0.0,,0.0,0.04,0.12,,1.0,0.0,0.07,,0.0,0.35,0.06,,0.0,0.52,0.6,,0.0,0.0,0.04,
0.0,0.07,0.21,,"[338, 631, 424, 511]","[909, 863, 62, 79]","[256, 945, 72, 85]",,0.0,0.0,0.01,,0.0,0.07,0.12,,1.0,0.0,0.09,,0.0,0.35,0.06,,0.0,0.5,0.45,,0.0,0.0,0.07,
0.0,0.08,0.32,,"[341, 634, 417, 506]","[909, 863, 60, 76]","[254, 940, 76, 90]",,0.0,0.0,0.0,,0.0,0.07,0.11,,0.99,0.0,0.15,,0.01,0.35,0.06,,0.0,0.5,0.31,,0.0,0.0,0.05,
0.0,0.1,,,"[344, 634, 415, 502]","[909, 863, 61, 79]",,,0.0,0.0,,,0.0,0.08,,,0.98,0.0,,,0.02,0.29,,,0.0,0.52,,,0.0,0.0,,
0.0,0.14,,,"[342, 632, 418, 506]","[909, 863, 60, 78]",,,0.0,0.0,,,0.0,0.15,,,0.97,0.01,,,0.02,0.21,,,0.0,0.48,,,0.0,0.01,,
0.0,0.12,0.31,,"[346, 637, 413, 501]","[909, 862, 61, 77]","[251, 939, 77, 92]",,0.0,0.0,0.0,,0.0,0.15,0.06,,0.99,0.01,0.21,,0.01,0.33,0.03,,0.0,0.37,0.35,,0.0,0.01,0.03,
0.0,0.15,,,"[347, 636, 412, 502]","[908, 862, 61, 78]",,,0.0,0.0,,,0.0,0.16,,,1.0,0.02,,,0.0,0.29,,,0.0,0.35,,,0.0,0.02,,
0.0,0.15,,,"[350, 636, 411, 503]","[908, 862, 60, 77]",,,0.0,0.0,,,0.0,0.17,,,1.0,0.02,,,0.0,0.25,,,0.0,0.4,,,0.0,0.01,,
0.0,0.24,,,"[345, 632, 426, 512]","[908, 861, 61, 78]",,,0.0,0.0,,,0.0,0.21,,,0.99,0.04,,,0.01,0.18,,,0.0,0.3,,,0.0,0.03,,
0.0,0.28,,,"[349, 634, 414, 506]","[909, 862, 61, 76]",,,0.0,0.01,,,0.0,0.24,,,0.99,0.03,,,0.01,0.13,,,0.0,0.26,,,0.0,0.05,,
0.0,,,,"[345, 631, 426, 514]",,,,0.0,,,,0.0,,,,0.96,,,,0.04,,,,0.0,,,,0.0,,,
0.0,,,,"[355, 636, 414, 506]",,,,0.0,,,,0.0,,,,1.0,,,,0.0,,,,0.0,,,,0.0,,,
0.0,,,,"[356, 637, 413, 504]",,,,0.0,,,,0.0,,,,0.98,,,,0.02,,,,0.0,,,,0.0,,,
0.0,0.46,,,"[355, 639, 412, 503]","[255, 941, 71, 91]",,,0.0,0.0,,,0.0,0.08,,,0.93,0.08,,,0.06,0.05,,,0.0,0.3,,,0.0,0.03,,
0.0,0.39,,,"[349, 639, 416, 507]","[254, 946, 72, 92]",,,0.0,0.0,,,0.0,0.11,,,0.94,0.07,,,0.05,0.09,,,0.01,0.3,,,0.0,0.04,,
0.0,,,,"[337, 636, 422, 515]",,,,0.0,,,,0.0,,,,0.96,,,,0.03,,,,0.0,,,,0.0,,,
0.0,0.12,,,"[331, 633, 424, 519]","[771, 1334, 24, 32]",,,0.0,0.0,,,0.0,0.11,,,0.99,0.24,,,0.01,0.39,,,0.0,0.11,,,0.0,0.02,,
0.0,,,,"[327, 636, 421, 507]",,,,0.0,,,,0.0,,,,0.96,,,,0.04,,,,0.0,,,,0.0,,,
0.0,,,,"[321, 630, 429, 508]",,,,0.0,,,,0.0,,,,0.99,,,,0.01,,,,0.0,,,,0.0,,,
0.0,,,,"[332, 628, 418, 503]",,,,0.0,,,,0.0,,,,0.96,,,,0.03,,,,0.0,,,,0.0,,,
0.0,,,,"[334, 627, 411, 495]",,,,0.0,,,,0.0,,,,0.99,,,,0.01,,,,0.0,,,,0.0,,,
0.0,,,,"[345, 623, 405, 494]",,,,0.0,,,,0.0,,,,0.99,,,,0.01,,,,0.0,,,,0.0,,,
0.0,,,,"[337, 626, 411, 498]",,,,0.0,,,,0.0,,,,0.99,,,,0.01,,,,0.0,,,,0.0,,,
0.0,,,,"[328, 653, 403, 480]",,,,0.0,,,,0.0,,,,0.99,,,,0.01,,,,0.0,,,,0.0,,,
0.0,,,,"[313, 660, 410, 484]",,,,0.0,,,,0.0,,,,1.0,,,,0.0,,,,0.0,,,,0.0,,,
0.19,,,,"[736, 945, 36, 41]",,,,0.0,,,,0.09,,,,0.07,,,,0.02,,,,0.62,,,,0.0,,,
0.18,,,,"[734, 951, 38, 42]",,,,0.0,,,,0.02,,,,0.59,,,,0.06,,,,0.15,,,,0.0,,,
0.0,,,,"[283, 639, 418, 497]",,,,0.0,,,,0.0,,,,0.99,,,,0.01,,,,0.0,,,,0.0,,,
0.0,,,,"[288, 639, 417, 492]",,,,0.0,,,,0.0,,,,0.97,,,,0.02,,,,0.01,,,,0.0,,,
0.0,0.29,,,"[286, 633, 421, 503]","[733, 948, 39, 43]",,,0.0,0.0,,,0.0,0.13,,,0.99,0.17,,,0.01,0.06,,,0.0,0.35,,,0.0,0.0,,
0.0,0.23,,,"[278, 639, 415, 481]","[736, 945, 36, 42]",,,0.0,0.0,,,0.0,0.1,,,1.0,0.06,,,0.0,0.01,,,0.0,0.59,,,0.0,0.0,,
0.0,0.13,,,"[272, 639, 415, 481]","[734, 953, 39, 41]",,,0.0,0.0,,,0.0,0.03,,,0.99,0.08,,,0.01,0.07,,,0.0,0.68,,,0.0,0.0,,
0.0,0.35,,,"[269, 636, 414, 481]","[734, 951, 38, 42]",,,0.0,0.0,,,0.0,0.04,,,1.0,0.19,,,0.0,0.12,,,0.0,0.29,,,0.0,0.0,,
0.0,0.39,,,"[267, 633, 415, 485]","[734, 951, 38, 42]",,,0.0,0.0,,,0.0,0.05,,,1.0,0.14,,,0.0,0.12,,,0.0,0.31,,,0.0,0.0,,
0.0,0.33,,,"[262, 630, 418, 490]","[734, 951, 38, 42]",,,0.0,0.0,,,0.0,0.05,,,1.0,0.12,,,0.0,0.12,,,0.0,0.38,,,0.0,0.0,,
0.0,0.19,0.38,,"[260, 631, 419, 488]","[533, 1486, 43, 62]","[733, 951, 39, 42]",,0.0,0.02,0.0,,0.0,0.09,0.03,,1.0,0.11,0.19,,0.0,0.04,0.14,,0.0,0.32,0.26,,0.0,0.22,0.0,
0.0,0.18,0.36,,"[255, 639, 413, 482]","[531, 1486, 44, 66]","[733, 951, 39, 42]",,0.0,0.04,0.0,,0.0,0.08,0.04,,1.0,0.1,0.17,,0.0,0.04,0.12,,0.0,0.37,0.31,,0.0,0.19,0.0,
0.18,,,,"[733, 953, 37, 41]",,,,0.0,,,,0.03,,,,0.08,,,,0.12,,,,0.59,,,,0.0,,,
0.16,,,,"[733, 953, 37, 41]",,,,0.0,,,,0.03,,,,0.07,,,,0.09,,,,0.65,,,,0.0,,,
0.33,,,,"[733, 949, 38, 43]",,,,0.0,,,,0.09,,,,0.18,,,,0.07,,,,0.34,,,,0.0,,,
0.34,,,,"[732, 950, 38, 42]",,,,0.0,,,,0.1,,,,0.2,,,,0.11,,,,0.26,,,,0.0,,,
0.0,0.34,,,"[256, 628, 423, 497]","[734, 952, 37, 41]",,,0.0,0.0,,,0.0,0.03,,,0.97,0.16,,,0.02,0.12,,,0.0,0.36,,,0.0,0.0,,
0.0,0.37,,,"[258, 626, 422, 497]","[734, 952, 37, 40]",,,0.0,0.0,,,0.0,0.04,,,0.97,0.27,,,0.03,0.09,,,0.0,0.21,,,0.0,0.0,,
0.33,,,,"[733, 950, 39, 43]",,,,0.0,,,,0.05,,,,0.21,,,,0.15,,,,0.26,,,,0.0,,,
0.0,0.23,,,"[260, 627, 421, 494]","[734, 952, 37, 42]",,,0.0,0.0,,,0.0,0.05,,,0.74,0.16,,,0.21,0.12,,,0.05,0.44,,,0.0,0.0,,
0.0,0.3,,,"[259, 626, 422, 491]","[733, 950, 39, 43]",,,0.0,0.0,,,0.01,0.06,,,0.59,0.15,,,0.34,0.15,,,0.06,0.35,,,0.0,0.0,,
0.01,0.22,,,"[265, 635, 417, 481]","[734, 952, 38, 42]",,,0.0,0.0,,,0.01,0.06,,,0.31,0.12,,,0.56,0.1,,,0.12,0.51,,,0.0,0.0,,
0.0,0.27,,,"[273, 636, 412, 475]","[734, 950, 38, 43]",,,0.0,0.0,,,0.0,0.07,,,0.68,0.21,,,0.24,0.11,,,0.07,0.35,,,0.0,0.0,,
0.01,0.3,,,"[277, 623, 417, 486]","[733, 950, 39, 43]",,,0.0,0.0,,,0.01,0.07,,,0.73,0.19,,,0.16,0.12,,,0.09,0.32,,,0.0,0.0,,
0.0,0.22,,,"[279, 619, 413, 486]","[733, 950, 40, 43]",,,0.0,0.0,,,0.0,0.06,,,0.92,0.32,,,0.06,0.11,,,0.02,0.3,,,0.0,0.0,,
0.0,0.29,,,"[277, 615, 417, 492]","[734, 950, 39, 43]",,,0.0,0.0,,,0.0,0.05,,,0.97,0.23,,,0.02,0.09,,,0.0,0.33,,,0.0,0.0,,
0.0,0.35,,,"[278, 617, 415, 490]","[733, 949, 39, 44]",,,0.0,0.0,,,0.0,0.08,,,0.96,0.09,,,0.03,0.05,,,0.0,0.43,,,0.0,0.0,,
0.0,0.3,,,"[280, 617, 414, 487]","[736, 944, 37, 42]",,,0.0,0.0,,,0.02,0.18,,,0.74,0.07,,,0.19,0.02,,,0.04,0.42,,,0.0,0.0,,
0.0,0.11,,,"[280, 618, 415, 485]","[739, 947, 32, 36]",,,0.0,0.0,,,0.02,0.13,,,0.69,0.05,,,0.24,0.01,,,0.05,0.7,,,0.01,0.0,,
0.0,0.16,,,"[280, 617, 421, 487]","[736, 945, 38, 41]",,,0.0,0.0,,,0.02,0.17,,,0.62,0.05,,,0.32,0.01,,,0.04,0.61,,,0.0,0.0,,
0.0,0.18,,,"[282, 621, 416, 487]","[736, 944, 37, 43]",,,0.0,0.0,,,0.01,0.14,,,0.68,0.09,,,0.27,0.02,,,0.03,0.56,,,0.0,0.0,,
0.0,0.26,,,"[279, 626, 421, 486]","[736, 944, 37, 42]",,,0.0,0.0,,,0.0,0.18,,,0.55,0.1,,,0.38,0.03,,,0.06,0.43,,,0.0,0.0,,
0.0,0.17,,,"[280, 629, 414, 485]","[736, 944, 37, 43]",,,0.0,0.0,,,0.0,0.14,,,0.49,0.08,,,0.46,0.02,,,0.05,0.59,,,0.0,0.0,,
0.0,0.2,,,"[280, 632, 416, 485]","[731, 948, 40, 45]",,,0.0,0.0,,,0.01,0.13,,,0.38,0.07,,,0.53,0.06,,,0.08,0.54,,,0.0,0.0,,
0.0,0.24,,,"[282, 635, 411, 479]","[736, 944, 37, 42]",,,0.0,0.0,,,0.0,0.17,,,0.61,0.08,,,0.33,0.02,,,0.05,0.49,,,0.0,0.0,,
0.0,0.2,,,"[281, 635, 411, 478]","[736, 944, 39, 42]",,,0.0,0.0,,,0.0,0.16,,,0.62,0.07,,,0.35,0.02,,,0.02,0.56,,,0.0,0.0,,
0.0,0.16,,,"[280, 635, 415, 483]","[736, 944, 38, 43]",,,0.0,0.0,,,0.0,0.11,,,0.35,0.06,,,0.56,0.01,,,0.09,0.66,,,0.0,0.0,,
0.01,0.16,,,"[279, 632, 414, 484]","[736, 944, 38, 43]",,,0.0,0.0,,,0.0,0.11,,,0.47,0.06,,,0.41,0.01,,,0.11,0.66,,,0.0,0.0,,
0.01,0.15,,,"[279, 630, 415, 485]","[736, 944, 38, 43]",,,0.0,0.0,,,0.0,0.1,,,0.44,0.06,,,0.43,0.01,,,0.11,0.67,,,0.0,0.0,,
0.01,0.15,,,"[278, 628, 415, 487]","[736, 944, 38, 43]",,,0.0,0.0,,,0.01,0.09,,,0.04,0.06,,,0.73,0.01,,,0.21,0.68,,,0.0,0.0,,
0.01,0.25,,,"[279, 629, 415, 486]","[736, 944, 38, 42]",,,0.0,0.0,,,0.01,0.15,,,0.02,0.1,,,0.67,0.02,,,0.29,0.49,,,0.0,0.0,,
0.0,0.28,0.04,,"[281, 628, 414, 487]","[736, 944, 38, 42]","[778, 1345, 45, 66]",,0.0,0.0,0.0,,0.02,0.14,0.06,,0.0,0.1,0.23,,0.78,0.02,0.08,,0.2,0.46,0.58,,0.0,0.0,0.01,
0.01,0.2,0.05,,"[279, 625, 419, 492]","[736, 944, 38, 43]","[778, 1346, 45, 67]",,0.0,0.0,0.0,,0.02,0.1,0.05,,0.0,0.11,0.43,,0.65,0.02,0.08,,0.32,0.57,0.39,,0.0,0.0,0.01,
0.0,0.16,,,"[280, 628, 419, 495]","[737, 945, 37, 41]",,,0.0,0.0,,,0.01,0.14,,,0.0,0.06,,,0.85,0.01,,,0.13,0.63,,,0.0,0.0,,
0.01,0.21,,,"[280, 635, 419, 491]","[733, 946, 40, 46]",,,0.0,0.0,,,0.01,0.15,,,0.0,0.25,,,0.83,0.05,,,0.15,0.34,,,0.0,0.0,,
0.02,0.11,0.05,,"[283, 634, 417, 492]","[736, 944, 37, 44]","[776, 1353, 43, 65]",,0.0,0.0,0.0,,0.01,0.08,0.09,,0.0,0.05,0.12,,0.7,0.02,0.06,,0.28,0.75,0.68,,0.0,0.0,0.0,
0.01,0.11,0.06,,"[284, 633, 416, 494]","[736, 944, 37, 44]","[775, 1353, 46, 68]",,0.0,0.0,0.0,,0.0,0.08,0.08,,0.0,0.04,0.19,,0.76,0.02,0.13,,0.22,0.75,0.54,,0.0,0.0,0.01,
0.01,0.12,,,"[286, 637, 412, 490]","[736, 945, 37, 42]",,,0.0,0.0,,,0.01,0.15,,,0.0,0.08,,,0.65,0.02,,,0.33,0.64,,,0.0,0.0,,
0.02,0.18,,,"[290, 638, 407, 488]","[733, 948, 39, 44]",,,0.0,0.0,,,0.01,0.23,,,0.0,0.16,,,0.64,0.06,,,0.34,0.36,,,0.0,0.0,,
0.01,0.07,,,"[292, 639, 407, 486]","[739, 948, 34, 35]",,,0.0,0.0,,,0.01,0.17,,,0.0,0.05,,,0.61,0.01,,,0.37,0.69,,,0.0,0.0,,
0.01,0.1,,,"[291, 637, 413, 490]","[736, 944, 38, 44]",,,0.0,0.0,,,0.01,0.12,,,0.0,0.07,,,0.58,0.03,,,0.4,0.69,,,0.0,0.0,,
0.01,0.14,,,"[297, 638, 409, 488]","[736, 945, 38, 43]",,,0.0,0.0,,,0.01,0.11,,,0.0,0.11,,,0.86,0.03,,,0.12,0.61,,,0.0,0.0,,
0.01,0.14,,,"[296, 635, 412, 494]","[736, 945, 38, 43]",,,0.0,0.0,,,0.02,0.13,,,0.0,0.13,,,0.75,0.03,,,0.21,0.58,,,0.0,0.0,,
0.01,0.14,,,"[295, 634, 415, 493]","[733, 949, 39, 43]",,,0.0,0.0,,,0.02,0.17,,,0.0,0.21,,,0.77,0.11,,,0.2,0.37,,,0.0,0.0,,
0.01,0.2,,,"[295, 631, 415, 494]","[733, 950, 39, 43]",,,0.0,0.0,,,0.01,0.06,,,0.0,0.18,,,0.84,0.19,,,0.15,0.36,,,0.0,0.0,,
0.01,0.23,,,"[300, 636, 410, 485]","[733, 948, 40, 44]",,,0.0,0.0,,,0.01,0.18,,,0.0,0.17,,,0.83,0.05,,,0.15,0.37,,,0.0,0.0,,
0.02,0.13,,,"[301, 645, 405, 478]","[737, 945, 36, 43]",,,0.0,0.0,,,0.01,0.12,,,0.0,0.19,,,0.73,0.03,,,0.23,0.53,,,0.0,0.0,,
0.01,0.11,,,"[300, 643, 411, 487]","[736, 945, 37, 42]",,,0.0,0.0,,,0.0,0.12,,,0.0,0.27,,,0.81,0.04,,,0.18,0.45,,,0.0,0.0,,
0.01,0.16,,,"[298, 635, 408, 498]","[741, 947, 31, 33]",,,0.0,0.0,,,0.01,0.06,,,0.0,0.19,,,0.87,0.04,,,0.11,0.54,,,0.0,0.0,,
0.01,0.12,,,"[303, 641, 407, 490]","[742, 947, 30, 32]",,,0.0,0.0,,,0.01,0.05,,,0.0,0.15,,,0.81,0.02,,,0.17,0.65,,,0.01,0.0,,
0.01,0.13,,,"[308, 643, 404, 488]","[742, 947, 31, 33]",,,0.0,0.0,,,0.0,0.04,,,0.01,0.2,,,0.77,0.02,,,0.21,0.6,,,0.0,0.0,,
0.01,0.13,,,"[309, 637, 408, 495]","[742, 946, 31, 35]",,,0.0,0.01,,,0.01,0.05,,,0.02,0.28,,,0.7,0.03,,,0.27,0.5,,,0.0,0.0,,
0.0,0.15,,,"[311, 634, 410, 499]","[735, 949, 38, 43]",,,0.0,0.0,,,0.0,0.05,,,0.01,0.51,,,0.84,0.07,,,0.15,0.22,,,0.0,0.0,,
